RepRapFirmware height map file v2 generated at 2020-07-01 14:33, min error -0.390, max error 0.220, mean -0.068, deviation 0.134
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
27.50,807.50,22.50,382.50,-1.00,60.00,60.00,14,7
  0.205,  0.095, -0.010,  0.000, -0.138, -0.090, -0.115, -0.087, -0.038, -0.045, -0.023, -0.062,  0.055,  0.165
  0.098, -0.010, -0.043, -0.087, -0.145, -0.185, -0.200, -0.293, -0.215, -0.043, -0.130, -0.008, -0.015,  0.158
  0.180,  0.045, -0.008, -0.070, -0.130, -0.188, -0.175, -0.230, -0.048, -0.217, -0.140, -0.082,  0.017,  0.180
  0.158,  0.033, -0.055, -0.102, -0.253, -0.197, -0.202, -0.273, -0.195, -0.235, -0.178, -0.138,  0.020,  0.165
  0.120, -0.038, -0.117, -0.170, -0.192, -0.270, -0.255, -0.310, -0.390, -0.280, -0.250, -0.200, -0.067,  0.075
  0.190,  0.108, -0.015, -0.095, -0.130, -0.107, -0.163, -0.207, -0.105, -0.200, -0.135, -0.130,  0.033,  0.168
  0.220,  0.095,  0.023,  0.020,  0.055, -0.130, -0.095, -0.105, -0.090, -0.095, -0.072, -0.043,  0.045,  0.135
